age,income,loan_amount,emp_length,home_ownership,purpose,credit_history_length,historical_default,default
33,147341.60924962838,9138.938416643014,10,RENT,DEBT_CONSOLIDATION,4,0,0
57,38845.45940937621,6920.555300331418,0,RENT,VENTURE,6,0,1
56,114270.24458164492,2374.364323689374,9,MORTGAGE,EDUCATION,6,1,0
30,44854.79119042257,8689.571785379998,10,RENT,HOME_IMPROVEMENT,11,0,0
55,63974.20369320529,10912.738099909708,3,RENT,DEBT_CONSOLIDATION,17,0,0
32,60130.836638515386,29114.980488072968,0,RENT,MEDICAL,3,0,1
62,143114.67840603399,11447.391986830216,1,RENT,VENTURE,13,0,0
22,145756.30311247578,2882.395033360984,4,OWN,DEBT_CONSOLIDATION,3,1,0
52,43792.00775051453,37544.58885660701,7,MORTGAGE,DEBT_CONSOLIDATION,16,0,1
25,22864.570838675543,17720.615143170573,7,MORTGAGE,VENTURE,7,0,1
29,113601.04515620471,17208.95752297156,5,RENT,EDUCATION,11,0,0
24,74338.69140316296,15006.598254220842,0,MORTGAGE,VENTURE,6,0,1
42,31549.23186138337,43941.050917296096,0,MORTGAGE,HOME_IMPROVEMENT,15,0,1
29,108888.03372501553,9314.962944299103,7,OWN,EDUCATION,5,0,1
63,90863.71867389097,40624.23674998911,1,MORTGAGE,DEBT_CONSOLIDATION,16,0,0
21,147467.1868601438,35402.543282015184,2,RENT,DEBT_CONSOLIDATION,3,1,1
32,49563.23446197926,5288.638086470462,4,MORTGAGE,EDUCATION,14,0,0
59,72517.12392245128,44429.351364536495,0,OWN,MEDICAL,9,1,1
21,90530.95444140497,13668.736432177453,1,MORTGAGE,DEBT_CONSOLIDATION,3,0,0
39,122920.99849893572,6239.065861963731,3,MORTGAGE,HOME_IMPROVEMENT,13,0,0
20,91349.02537360763,37660.51206740765,1,RENT,EDUCATION,2,0,1
56,99677.0209120534,32387.047948141095,0,MORTGAGE,HOME_IMPROVEMENT,7,0,0
28,49399.11670669229,28540.408652749735,7,MORTGAGE,VENTURE,6,0,1
36,130099.43465151278,8707.177139054125,10,RENT,VENTURE,9,0,0
28,75721.97110616186,22575.33299900636,1,MORTGAGE,DEBT_CONSOLIDATION,10,0,0
30,38324.75157783,35563.90915615019,8,RENT,MEDICAL,12,0,1
34,106344.42888570426,15055.829340185132,2,RENT,VENTURE,3,0,0
43,48091.75891408998,15402.662626146783,4,RENT,VENTURE,10,1,0
57,32683.126331108964,2135.058960069251,11,RENT,EDUCATION,1,1,0
54,132058.2980925554,9492.46627075132,8,MORTGAGE,VENTURE,19,0,0
49,79821.09438349715,39642.441880238875,9,RENT,DEBT_CONSOLIDATION,19,0,0
50,117406.88265045093,20995.099140421404,0,RENT,DEBT_CONSOLIDATION,13,0,1
24,57776.38277482616,44322.08346708066,0,MORTGAGE,VENTURE,6,0,1
63,122306.11753929663,19015.44243367308,13,MORTGAGE,DEBT_CONSOLIDATION,1,0,0
33,34551.67051279894,32753.017555550374,2,MORTGAGE,DEBT_CONSOLIDATION,15,0,1
30,66276.53859333086,14122.518844903352,2,MORTGAGE,VENTURE,12,0,0
28,147148.0363365587,17643.81456906014,7,MORTGAGE,VENTURE,10,0,0
53,123218.66312784079,10201.21746640847,10,RENT,DEBT_CONSOLIDATION,16,0,0
31,84643.27094090945,16923.681845473984,11,MORTGAGE,VENTURE,11,0,0
54,64171.071303045064,25531.213378087654,2,RENT,EDUCATION,6,0,1
54,133377.64100292197,44646.23388210773,11,MORTGAGE,HOME_IMPROVEMENT,11,1,1
20,90830.20868098704,30560.673662086785,0,RENT,VENTURE,2,0,1
59,118595.25232298444,10567.576039557503,0,MORTGAGE,HOME_IMPROVEMENT,15,0,0
41,118033.99844110133,3933.3419884366986,5,MORTGAGE,DEBT_CONSOLIDATION,1,0,0
48,22332.938213903937,7433.328696523956,0,MORTGAGE,DEBT_CONSOLIDATION,7,0,0
27,36412.991763039754,26189.873654741037,2,RENT,HOME_IMPROVEMENT,1,1,1
30,105751.81763131649,34901.89413912095,6,MORTGAGE,HOME_IMPROVEMENT,12,0,1
60,41010.57546716329,42438.02591393212,2,OWN,VENTURE,9,0,1
56,53214.13480522861,2680.3963958632953,1,MORTGAGE,VENTURE,13,0,0
33,143062.93404594893,24478.6860871604,1,RENT,HOME_IMPROVEMENT,11,0,1
49,92823.69358873855,22247.2963175966,3,RENT,VENTURE,6,0,0
54,117594.83590991513,30210.365944955272,3,OWN,DEBT_CONSOLIDATION,1,0,0
40,92537.49604174319,26061.890742009702,9,MORTGAGE,DEBT_CONSOLIDATION,7,0,0
56,91826.76992175428,31542.683475046662,8,MORTGAGE,VENTURE,12,0,0
24,32239.748316340727,30297.551144215184,3,OWN,DEBT_CONSOLIDATION,6,1,1
38,64676.2150391834,7031.504168891686,11,MORTGAGE,DEBT_CONSOLIDATION,17,0,0
33,56716.016829246524,36387.87028560494,0,MORTGAGE,EDUCATION,4,0,1
45,70794.68752976973,7299.000755801968,1,MORTGAGE,HOME_IMPROVEMENT,3,0,0
23,123784.74446916267,32036.816883992895,5,RENT,VENTURE,1,0,0
44,68351.24682919243,19894.25080854609,2,MORTGAGE,DEBT_CONSOLIDATION,18,1,0
64,78720.58650011875,24095.58158679371,23,RENT,DEBT_CONSOLIDATION,15,0,0
61,71659.58076309114,40841.81461815556,3,RENT,DEBT_CONSOLIDATION,8,0,1
44,32143.036356788427,40265.00023835992,9,RENT,HOME_IMPROVEMENT,1,0,1
37,77339.38057260189,37167.82114316627,3,RENT,DEBT_CONSOLIDATION,14,0,1
59,45429.205495786955,23936.3803596219,3,MORTGAGE,HOME_IMPROVEMENT,4,0,1
27,44274.02845049539,33658.31183575482,2,MORTGAGE,VENTURE,5,0,1
58,32224.69357645463,24054.573387308803,7,MORTGAGE,MEDICAL,13,0,1
59,66367.22663842942,39393.06154641543,4,RENT,DEBT_CONSOLIDATION,15,0,1
33,118472.64502262426,19319.360829014695,15,OWN,HOME_IMPROVEMENT,6,0,0
51,55937.41977584149,43720.1198098397,1,RENT,HOME_IMPROVEMENT,1,0,1
57,60605.38324511676,42089.87860384174,0,MORTGAGE,MEDICAL,19,0,1
52,103547.70549741507,33888.91263642677,2,OWN,MEDICAL,13,0,1
42,45459.305636299454,14014.883019571096,5,MORTGAGE,DEBT_CONSOLIDATION,6,0,0
34,136604.53095505945,7661.10431811011,11,MORTGAGE,EDUCATION,15,0,0
52,87624.76802270208,38752.24835400749,2,OWN,DEBT_CONSOLIDATION,16,0,1
44,78188.3822416282,9107.998303932334,6,RENT,DEBT_CONSOLIDATION,16,0,0
36,92516.62495079618,38733.21392688544,2,MORTGAGE,DEBT_CONSOLIDATION,10,0,0
52,41584.46074410541,23102.8952886315,5,MORTGAGE,HOME_IMPROVEMENT,9,0,1
21,99751.50802309292,19481.94170374848,3,RENT,HOME_IMPROVEMENT,3,0,0
33,67203.09576242135,40837.20348988045,1,MORTGAGE,DEBT_CONSOLIDATION,15,0,1
59,136634.22432540046,27965.59224923195,3,MORTGAGE,EDUCATION,17,0,0
59,41951.0468680992,26794.402306577864,30,MORTGAGE,DEBT_CONSOLIDATION,17,0,0
58,85916.64350250734,26026.9356188491,12,RENT,HOME_IMPROVEMENT,12,0,0
25,97754.64181797234,17960.28918883985,4,RENT,DEBT_CONSOLIDATION,7,0,0
25,24339.868232229557,35782.65345175247,4,MORTGAGE,DEBT_CONSOLIDATION,7,0,1
22,67280.10621829823,12870.33309267824,2,RENT,HOME_IMPROVEMENT,4,0,0
26,115242.58051110826,42372.483281774825,4,MORTGAGE,DEBT_CONSOLIDATION,8,0,0
27,126649.07596836652,40441.363817019315,9,MORTGAGE,HOME_IMPROVEMENT,9,0,0
61,60711.05932624671,16511.654004020624,6,MORTGAGE,DEBT_CONSOLIDATION,2,0,1
34,123817.12540975766,33366.94210276154,2,MORTGAGE,HOME_IMPROVEMENT,4,0,1
48,145808.26402344054,26648.59736133243,1,MORTGAGE,DEBT_CONSOLIDATION,19,0,0
52,131393.6116897622,16518.919985967088,1,RENT,EDUCATION,7,0,1
49,35293.718460712276,44506.430863804206,1,RENT,VENTURE,15,0,1
58,116164.94317112028,3085.2058714753607,0,MORTGAGE,DEBT_CONSOLIDATION,15,1,1
46,61556.688217270814,12863.779316715327,3,MORTGAGE,HOME_IMPROVEMENT,6,0,0
55,148494.07862356995,24363.18462777947,0,MORTGAGE,DEBT_CONSOLIDATION,3,0,0
48,83096.66781078532,24443.97914957825,1,MORTGAGE,HOME_IMPROVEMENT,6,0,0
57,35916.40678666234,27324.122222659258,4,OWN,DEBT_CONSOLIDATION,16,0,1
52,114274.1212435608,34322.07539698553,1,RENT,HOME_IMPROVEMENT,2,0,1
56,61991.4557902078,28809.546712329746,0,RENT,HOME_IMPROVEMENT,7,0,1
46,149620.16042061604,27812.10280270559,2,RENT,MEDICAL,11,0,1
52,147371.71952108783,4301.121905260861,1,MORTGAGE,HOME_IMPROVEMENT,7,0,0
23,105297.42234267549,18190.802374939827,4,MORTGAGE,HOME_IMPROVEMENT,4,0,0
41,36877.43836372328,11978.396807149707,0,MORTGAGE,HOME_IMPROVEMENT,7,0,0
21,109291.92969775377,13410.914798884944,3,MORTGAGE,MEDICAL,3,0,0
29,32093.96323980354,25836.51139663483,11,OWN,VENTURE,11,0,1
24,23817.340683311002,10578.728541973163,6,OWN,DEBT_CONSOLIDATION,5,0,1
29,126984.59800879318,14639.811343726593,4,RENT,VENTURE,11,0,0
52,47267.883198878575,12194.642466245625,11,MORTGAGE,HOME_IMPROVEMENT,5,0,0
57,69273.52640848266,42785.62655838237,7,MORTGAGE,VENTURE,19,0,0
32,146549.4606969025,42620.62648335709,0,RENT,VENTURE,3,0,0
50,63789.26524194342,28227.48701963022,3,MORTGAGE,DEBT_CONSOLIDATION,11,0,0
55,58543.671566830984,41754.466155471695,11,MORTGAGE,EDUCATION,7,0,0
64,139367.03995096078,35789.94375514005,2,RENT,DEBT_CONSOLIDATION,17,0,0
43,34397.29789146455,27367.75896047778,0,MORTGAGE,DEBT_CONSOLIDATION,9,0,1
34,118745.71331490214,2276.7140943622157,8,MORTGAGE,DEBT_CONSOLIDATION,9,0,0
48,148448.52366486064,35218.20030141437,9,RENT,EDUCATION,10,1,0
27,137168.48140070436,32206.99868830416,1,MORTGAGE,DEBT_CONSOLIDATION,9,0,0
24,104716.82943183537,28455.907091143803,4,RENT,DEBT_CONSOLIDATION,6,0,0
48,60827.90334905516,34698.245402346285,1,MORTGAGE,EDUCATION,5,0,1
23,53061.85755318117,24055.653085314927,5,RENT,DEBT_CONSOLIDATION,3,0,0
31,126503.16363328995,32275.58066681758,1,MORTGAGE,DEBT_CONSOLIDATION,8,0,0
64,134376.8488137204,42212.399729239216,2,MORTGAGE,DEBT_CONSOLIDATION,10,0,1
21,88306.53863094008,18159.61568138171,3,RENT,DEBT_CONSOLIDATION,3,0,0
46,51764.1923022406,32449.238900726894,3,MORTGAGE,HOME_IMPROVEMENT,3,0,1
50,34682.61709345256,22454.576174471225,6,MORTGAGE,DEBT_CONSOLIDATION,8,0,1
55,31333.330818138053,30999.185028001208,3,MORTGAGE,MEDICAL,9,0,1
55,113480.06815600123,34804.41342883766,2,MORTGAGE,EDUCATION,12,1,0
45,74615.43462020424,3954.4575187392265,5,MORTGAGE,DEBT_CONSOLIDATION,11,0,0
62,137696.78365612315,29803.81908979246,1,RENT,DEBT_CONSOLIDATION,2,1,1
46,116157.26909447928,11749.870929498617,2,RENT,HOME_IMPROVEMENT,18,0,0
24,44863.85432889627,30811.399125725373,1,MORTGAGE,EDUCATION,6,0,1
39,99791.06444604088,22138.19799515398,7,MORTGAGE,DEBT_CONSOLIDATION,2,0,0
30,76615.7090717607,35262.76790019015,12,RENT,DEBT_CONSOLIDATION,2,0,0
29,95042.4649999197,7306.235053840646,11,MORTGAGE,VENTURE,3,0,0
59,115948.98603400723,28931.86112121639,3,RENT,DEBT_CONSOLIDATION,16,0,0
57,124805.4645304928,13974.241343884749,1,MORTGAGE,DEBT_CONSOLIDATION,19,0,0
25,129685.85243287416,38678.225799215434,3,RENT,VENTURE,4,0,1
27,53016.73369436321,41920.49074236122,9,RENT,EDUCATION,9,0,1
42,24045.027989256498,44845.12662819938,1,OWN,DEBT_CONSOLIDATION,18,0,1
45,116108.3155714205,36228.318304373184,18,RENT,EDUCATION,10,0,0
65,33824.684413250696,34410.56502840419,2,MORTGAGE,DEBT_CONSOLIDATION,11,0,1
62,60939.54651968579,11266.532631304695,25,RENT,EDUCATION,17,0,1
31,20496.22743616513,16448.303536574676,10,MORTGAGE,HOME_IMPROVEMENT,13,0,1
45,108617.03271221061,22024.349295778018,9,MORTGAGE,VENTURE,13,1,0
32,41727.16149125877,35255.38505463674,2,RENT,MEDICAL,2,0,1
59,105186.71325991556,41343.53219835265,0,MORTGAGE,MEDICAL,2,0,0
37,148926.54023181903,10132.981300988338,2,MORTGAGE,MEDICAL,14,0,0
44,29447.21330930212,41661.80184081443,2,MORTGAGE,HOME_IMPROVEMENT,4,0,1
52,30020.14155368989,31911.860051224496,0,MORTGAGE,DEBT_CONSOLIDATION,17,0,1
59,64249.412046667734,28263.14141945666,4,MORTGAGE,HOME_IMPROVEMENT,13,0,1
62,132630.24685267446,10593.174665123399,3,RENT,EDUCATION,4,1,0
31,48018.88294287314,4387.576410793474,6,RENT,VENTURE,3,0,0
63,66849.11659094518,26443.990635841415,5,MORTGAGE,DEBT_CONSOLIDATION,12,0,0
55,28905.702861507343,30015.174383142374,0,MORTGAGE,MEDICAL,8,0,1
23,119210.18786365562,11063.602322251594,5,RENT,VENTURE,2,0,0
24,73079.82455872864,25927.616850494625,1,MORTGAGE,MEDICAL,6,1,1
56,118702.33529790957,38829.21631879066,3,MORTGAGE,VENTURE,10,0,0
27,137469.01976508336,37907.83565456586,4,MORTGAGE,DEBT_CONSOLIDATION,9,0,0
61,50259.209123167544,41876.27276521078,10,RENT,DEBT_CONSOLIDATION,10,0,1
47,124961.48394419368,17733.089810945858,0,MORTGAGE,DEBT_CONSOLIDATION,10,0,0
50,27682.205710172926,15676.131619689504,3,RENT,DEBT_CONSOLIDATION,3,0,0
28,136850.16046343214,34225.318257174775,5,MORTGAGE,EDUCATION,10,0,0
48,104599.91118263715,20537.833419171213,1,MORTGAGE,VENTURE,9,0,0
33,133649.4741379857,5764.592553194567,5,MORTGAGE,VENTURE,15,0,0
59,20024.491942355646,14160.448618831488,15,RENT,EDUCATION,14,0,1
60,41980.53914627903,19999.038277854033,35,RENT,DEBT_CONSOLIDATION,2,0,0
41,70668.72036544397,14578.206295478836,0,MORTGAGE,DEBT_CONSOLIDATION,5,0,0
30,69335.37743871342,16284.839550734829,1,MORTGAGE,DEBT_CONSOLIDATION,8,0,0
42,49474.949780056384,14632.363965498802,2,RENT,DEBT_CONSOLIDATION,7,0,1
20,69609.55218273602,3784.4641888724163,2,MORTGAGE,HOME_IMPROVEMENT,2,0,0
65,36750.33256003313,29395.072135451028,1,RENT,DEBT_CONSOLIDATION,11,0,1
56,73658.9468045834,27683.57407519918,1,RENT,DEBT_CONSOLIDATION,12,0,0
40,124306.06279070434,30095.490434583266,18,RENT,DEBT_CONSOLIDATION,18,0,0
45,82279.10820343567,10269.325529445981,15,RENT,EDUCATION,19,0,0
65,22340.01156287795,14713.145289336868,0,RENT,HOME_IMPROVEMENT,10,0,0
55,74787.72540530216,28643.48485863166,2,MORTGAGE,HOME_IMPROVEMENT,14,1,1
42,23532.75209180974,27783.98544377662,3,MORTGAGE,HOME_IMPROVEMENT,3,0,1
20,145611.64339188376,23772.203302233516,1,MORTGAGE,MEDICAL,2,0,0
59,36569.01472497296,17067.76975043849,5,RENT,DEBT_CONSOLIDATION,15,0,0
34,111999.48242298044,41256.033205311665,6,RENT,HOME_IMPROVEMENT,6,0,0
40,146460.92197597114,16610.12041885028,11,RENT,EDUCATION,10,0,0
28,127385.07671665434,21591.62372680182,8,RENT,HOME_IMPROVEMENT,10,0,0
28,110910.99876640648,31158.894731030974,4,MORTGAGE,MEDICAL,7,0,0
29,129129.9182350997,25349.921527270857,6,MORTGAGE,DEBT_CONSOLIDATION,11,0,0
45,147633.83012388158,16916.09698366858,1,RENT,HOME_IMPROVEMENT,1,1,1
60,100774.78464295884,20732.725989629922,5,RENT,DEBT_CONSOLIDATION,18,0,0
54,92694.02488781244,36162.67516770076,4,RENT,EDUCATION,15,0,1
44,101670.95436022658,13959.553685924335,0,RENT,DEBT_CONSOLIDATION,19,0,0
45,89247.86527900214,8116.975310403063,1,MORTGAGE,DEBT_CONSOLIDATION,1,0,0
30,102561.58376826344,15466.017678680415,2,RENT,HOME_IMPROVEMENT,5,0,0
57,78479.48703643269,38529.97126597976,15,MORTGAGE,HOME_IMPROVEMENT,15,0,1
21,48397.61377482992,5826.557738822907,1,MORTGAGE,DEBT_CONSOLIDATION,3,1,0
26,35632.13944651783,44642.93115501543,2,MORTGAGE,EDUCATION,1,0,1
37,28884.32161919385,25263.12465388949,2,MORTGAGE,EDUCATION,8,0,1
46,54231.05188791601,44348.36699058504,6,MORTGAGE,DEBT_CONSOLIDATION,12,1,1
53,25996.0633636454,42376.846149697034,0,RENT,HOME_IMPROVEMENT,19,0,1
46,93732.20138952012,21470.989711069422,18,MORTGAGE,EDUCATION,12,1,1
36,56897.69811305764,10535.116208030011,12,MORTGAGE,HOME_IMPROVEMENT,13,0,0
62,127189.52505131418,9090.045392300954,5,RENT,DEBT_CONSOLIDATION,1,1,0
63,29651.31348849024,12319.542646408172,6,MORTGAGE,DEBT_CONSOLIDATION,19,0,0
43,49425.69426439317,32535.703544275104,0,MORTGAGE,EDUCATION,6,0,1
44,114931.99912171897,13736.849773453978,2,MORTGAGE,MEDICAL,8,1,0
26,97845.07852985388,16681.286592984827,8,RENT,EDUCATION,4,0,0
25,28383.86526239178,21297.488571768437,0,RENT,DEBT_CONSOLIDATION,5,0,1
43,134041.12943108607,41269.00525812262,1,MORTGAGE,HOME_IMPROVEMENT,7,0,0
52,134044.02916740335,10143.916969048383,5,RENT,VENTURE,4,0,0
48,62953.0405038506,2216.141762221534,1,MORTGAGE,DEBT_CONSOLIDATION,4,0,0
62,64252.75963544341,4584.145646261317,16,MORTGAGE,MEDICAL,15,0,0
41,148573.6865855226,40904.95269224507,0,RENT,MEDICAL,5,0,0
45,101402.90230710797,29843.207988264614,9,MORTGAGE,DEBT_CONSOLIDATION,9,0,0
47,89071.14767384768,13740.746631095692,4,MORTGAGE,MEDICAL,2,0,0
40,128959.78386175018,9619.277543481217,8,RENT,DEBT_CONSOLIDATION,7,0,0
26,57087.74398645113,14653.469675395916,2,MORTGAGE,VENTURE,8,0,0
36,75793.73714152639,6936.267871805045,4,MORTGAGE,HOME_IMPROVEMENT,16,0,0
39,54810.96781348344,42485.915142230966,11,MORTGAGE,HOME_IMPROVEMENT,17,1,1
60,122590.91005653508,35720.86549770647,3,MORTGAGE,EDUCATION,2,0,0
39,94535.41493257834,21882.82060723925,2,MORTGAGE,VENTURE,11,0,0
41,105647.25911820917,39193.39201995368,4,MORTGAGE,DEBT_CONSOLIDATION,2,1,1
47,52799.94247912285,12726.702784608988,7,MORTGAGE,HOME_IMPROVEMENT,1,0,0
59,48629.28917905096,32836.18444430432,3,MORTGAGE,DEBT_CONSOLIDATION,2,0,1
26,83488.70176778204,38813.69745759097,8,OWN,DEBT_CONSOLIDATION,8,0,0
20,115883.54738206748,17341.054599800722,2,MORTGAGE,DEBT_CONSOLIDATION,2,1,0
51,88281.16847762083,34570.97115438086,3,RENT,HOME_IMPROVEMENT,15,0,0
32,24243.938080936918,14688.111018365302,8,MORTGAGE,DEBT_CONSOLIDATION,10,0,1
49,132911.69582163752,14850.856816138325,7,MORTGAGE,DEBT_CONSOLIDATION,15,0,0
42,28409.296156967102,6603.458677830001,11,RENT,DEBT_CONSOLIDATION,10,0,0
38,144257.1828836978,20922.495999904146,20,OWN,DEBT_CONSOLIDATION,17,0,0
51,23268.454576045453,33377.611979389156,3,RENT,HOME_IMPROVEMENT,9,0,1
49,110278.55929699214,42429.49463956525,0,RENT,MEDICAL,18,0,0
48,30686.918282531617,27963.27065295113,0,OWN,DEBT_CONSOLIDATION,4,0,1
64,138387.95532656816,39114.828122636776,7,MORTGAGE,MEDICAL,9,0,0
48,80376.32070932057,37367.26991947977,12,RENT,EDUCATION,16,0,0
49,37878.090726212,9453.751277937077,1,MORTGAGE,EDUCATION,4,0,0
35,64306.04097268006,22890.149443243154,1,MORTGAGE,EDUCATION,16,1,1
59,41427.20779507907,7027.712027591833,0,RENT,VENTURE,19,0,0
38,42175.6485024217,31332.585947150303,10,OWN,DEBT_CONSOLIDATION,1,0,1
37,143254.0816222875,42845.68573458127,2,MORTGAGE,HOME_IMPROVEMENT,6,1,1
20,77881.99459702245,7894.84669738653,2,MORTGAGE,EDUCATION,2,0,1
33,122544.29430769675,33556.974624509276,4,MORTGAGE,HOME_IMPROVEMENT,15,0,0
21,103148.72295309864,29186.24048731802,3,MORTGAGE,VENTURE,3,0,1
47,107935.427103991,27095.01659134829,6,RENT,DEBT_CONSOLIDATION,13,0,0
49,37120.14700136501,18775.170091598586,5,RENT,EDUCATION,16,0,0
57,50443.978086013136,17270.660853413938,1,MORTGAGE,HOME_IMPROVEMENT,6,0,1
23,122277.5435700768,3945.7151278121783,4,MORTGAGE,DEBT_CONSOLIDATION,5,0,0
20,146199.6068417218,11370.07445483658,2,RENT,DEBT_CONSOLIDATION,2,0,0
27,54147.83353782472,2652.605938333557,9,MORTGAGE,EDUCATION,9,0,0
48,55303.939417635185,27000.935540026883,1,MORTGAGE,VENTURE,1,0,1
58,81476.62726541763,6551.6891427500805,0,RENT,HOME_IMPROVEMENT,11,0,0
22,147899.2406712069,39539.833943277794,0,RENT,VENTURE,4,0,1
51,54964.662957441236,24495.149889978104,2,RENT,HOME_IMPROVEMENT,14,0,0
29,72906.3482524543,32086.666089524464,10,MORTGAGE,DEBT_CONSOLIDATION,8,1,1
29,135892.40203105588,19666.854949141347,0,RENT,DEBT_CONSOLIDATION,11,0,0
38,20379.73424077706,26104.93178704509,3,MORTGAGE,DEBT_CONSOLIDATION,4,0,1
65,25169.575448514042,42534.34460956511,2,MORTGAGE,DEBT_CONSOLIDATION,7,0,1
53,98529.3180192585,5557.563703817843,0,MORTGAGE,DEBT_CONSOLIDATION,10,0,0
52,137959.4214126701,12919.324192718934,3,RENT,EDUCATION,19,0,0
42,51051.365852250594,35539.4980571534,1,MORTGAGE,EDUCATION,4,0,1
47,81053.43070849217,6245.699895954632,2,MORTGAGE,DEBT_CONSOLIDATION,2,0,0
51,78560.48921551637,5253.427467876767,7,OWN,DEBT_CONSOLIDATION,18,0,0
26,81486.27499241632,17546.280146423658,4,MORTGAGE,DEBT_CONSOLIDATION,8,1,0
48,100927.56044486687,5963.222214314589,0,MORTGAGE,HOME_IMPROVEMENT,16,0,0
27,81066.68918878889,27158.37301486673,9,MORTGAGE,DEBT_CONSOLIDATION,9,0,1
20,78170.85837191952,11729.835785113792,2,RENT,DEBT_CONSOLIDATION,2,0,1
22,81657.49465606386,40515.01241757301,4,RENT,MEDICAL,4,0,1
43,96812.7673652354,35690.503476346035,0,RENT,VENTURE,14,0,1
42,89810.97348567659,32087.323862277477,0,MORTGAGE,DEBT_CONSOLIDATION,4,1,1
27,131037.67969456555,28528.593177533585,0,RENT,HOME_IMPROVEMENT,9,0,1
56,26434.59095417666,39129.026404682925,1,RENT,DEBT_CONSOLIDATION,2,0,1
22,128331.21929149162,11591.668646338545,3,OWN,VENTURE,4,0,0
52,129710.19963952413,39543.68023886179,16,RENT,HOME_IMPROVEMENT,9,1,1
47,57038.04279902491,35948.16883223425,3,RENT,DEBT_CONSOLIDATION,19,0,1
27,80170.75415206057,34170.91553467048,2,RENT,EDUCATION,9,0,1
53,77010.00350986661,26133.994157221736,4,MORTGAGE,DEBT_CONSOLIDATION,16,0,0
54,48406.278466036936,12588.498921735803,0,MORTGAGE,DEBT_CONSOLIDATION,18,0,0
51,71583.59012122115,20212.56038765154,5,RENT,DEBT_CONSOLIDATION,11,0,0
43,25770.410382211077,36123.538145168466,5,MORTGAGE,HOME_IMPROVEMENT,7,0,1
33,56116.86946162547,3366.474827364951,9,MORTGAGE,DEBT_CONSOLIDATION,9,0,0
51,126168.68280859335,35628.18307834161,25,MORTGAGE,DEBT_CONSOLIDATION,4,0,0
65,56993.09922917668,12323.04184096536,1,OWN,DEBT_CONSOLIDATION,13,1,0
62,126366.86693727218,8205.29563102893,4,MORTGAGE,DEBT_CONSOLIDATION,4,0,0
35,89107.930398576,6975.156681752993,14,MORTGAGE,VENTURE,17,0,0
23,134382.1480569508,3171.7505138850497,5,RENT,DEBT_CONSOLIDATION,2,0,0
56,94721.34205437398,24514.218864522474,4,RENT,DEBT_CONSOLIDATION,9,0,0
40,23856.868998416176,11385.174525830367,17,RENT,EDUCATION,12,0,1
33,107804.62698112159,44545.565928524156,0,MORTGAGE,VENTURE,2,0,1
50,25830.963843063924,26700.780502504847,16,MORTGAGE,VENTURE,6,0,1
37,78577.61246780743,7929.066582308448,0,MORTGAGE,HOME_IMPROVEMENT,5,0,0
26,140825.47028150482,31616.78925488871,4,RENT,DEBT_CONSOLIDATION,5,0,1
29,41476.51211392052,40602.973359918185,11,MORTGAGE,EDUCATION,5,0,1
26,70683.40588240072,34042.71830089342,1,OWN,EDUCATION,4,0,1
52,114881.84015030219,5286.91402469625,3,MORTGAGE,DEBT_CONSOLIDATION,9,0,0
42,134693.6122923302,40523.01979128436,2,MORTGAGE,MEDICAL,10,0,0
40,107222.59061652602,36138.963591978485,18,MORTGAGE,DEBT_CONSOLIDATION,16,0,0
38,53562.523044851994,8807.067704541416,10,OWN,MEDICAL,10,0,0
38,107699.0208791081,4226.793215511125,7,MORTGAGE,VENTURE,10,0,0
55,58574.5933435317,25964.354738515267,5,MORTGAGE,EDUCATION,19,1,1
48,113395.79987643559,8709.539887619007,10,RENT,MEDICAL,10,0,0
37,144024.30658605526,37887.410961596695,2,RENT,EDUCATION,6,0,0
21,113781.14864381748,17408.39023688197,3,MORTGAGE,DEBT_CONSOLIDATION,3,0,0
20,132174.46537861362,41254.37512367274,2,RENT,HOME_IMPROVEMENT,2,0,0
24,20273.499612864845,26324.591402063248,2,OWN,DEBT_CONSOLIDATION,6,0,1
39,113284.37621510727,9854.91252230573,0,RENT,DEBT_CONSOLIDATION,15,0,1
30,127846.38239248254,8002.751296471404,0,MORTGAGE,EDUCATION,12,0,0
61,25272.635880808586,26788.31481498342,0,RENT,DEBT_CONSOLIDATION,18,0,1
21,133307.70454746997,34760.99531008508,3,RENT,DEBT_CONSOLIDATION,3,0,0
22,53370.24968030596,35604.742852913834,3,OWN,HOME_IMPROVEMENT,4,0,1
42,106487.97325714718,13857.568390975095,7,RENT,VENTURE,16,0,1
31,124046.13427304286,10782.610633223201,2,RENT,DEBT_CONSOLIDATION,13,0,0
39,106146.38669771621,2720.5210931724437,1,RENT,DEBT_CONSOLIDATION,3,0,0
24,31997.02296952344,31205.563501650282,2,MORTGAGE,DEBT_CONSOLIDATION,6,0,1
56,97521.79745184789,5292.435112642176,9,RENT,EDUCATION,2,0,0
57,91445.87537387866,20092.73167593481,5,MORTGAGE,DEBT_CONSOLIDATION,4,0,0
49,137041.76484965527,27872.333052786733,16,MORTGAGE,EDUCATION,6,0,0
28,72551.16485374719,42295.68463154611,6,MORTGAGE,DEBT_CONSOLIDATION,10,0,1
53,61740.54262131652,15407.491889098052,5,MORTGAGE,DEBT_CONSOLIDATION,14,0,0
63,117480.59937674062,12740.20298520035,5,MORTGAGE,MEDICAL,16,0,0
54,73647.79239084155,30128.88663430223,17,RENT,DEBT_CONSOLIDATION,19,1,0
